indicatorSlug,indicatorTitle,indicatorDescription,descriptionlen,indicatorCategory,parent,unit,datasource,dataSourceLink,IDS_dataSpace,visible_on_platform,updateFreq,used_for_model,currently feeding into the model,District Level Aggregation,License,cumulativeIndicator,State (Owned),Comments
sopd-tenders-awarded-value,Total value of flood tenders granted under SOPD Scheme,SOPD Scheme is the State Owned Priority Development Scheme. This variable gives information of total value of tenders that were granted under SOPD Scheme,153,Government Response,Government Response,INR,,assamtenders.gov.in,,n,monthly,n,,sum,,,,
sdrf-tenders-awarded-value,Flood Tenders Under SDRF : Total value ,This is the total value of tenders that are tagged under State Disaster Response Fund,85,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,y,y,sum,CC BY 4.0,sdrf-tenders-awarded-value-fy-cumsum,,
ridf-tenders-awarded-value,Total value of flood tenders granted under RIDF Scheme,RIDF is the Rural Infrastructure Development Fund maintained by NABARD. This variable gives information of total value of tenders that were granted under RIDF.,159,Government Response,Government Response,INR,,assamtenders.gov.in,,n,monthly,n,,sum,,,,
cidf-tenders-awarded-value,Total value of flood tenders granted under CIDF Scheme,CIDF City Infra Development Fund is maintained by Assam Government for urban development. This variable gives information of total value of tenders that were granted under CIDF,176,Government Response,Government Response,INR,,assamtenders.gov.in,,n,monthly,n,,sum,,,,
ltif-tenders-awarded-value,Total value of flood tenders granted under Long-term irrigation fund,,,Government Response,Government Response,INR,,assamtenders.gov.in,,n,,n,,sum,,,,
restoration-measures-tenders-awarded-value,Repairs and Restoration Flood Tenders : Total Value  ,This is the total value of all tenders that are tagged towards Repair Restoration Measures,90,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,restoration-measures-tenders-awarded-value-fy-cumsum,,"30-May: Add ""Total Value of Flood Tenders for Preparedness"""
immediate-measures-tenders-awarded-value,Immediate Measure Flood Tenders : Total Value,This is the total value of tenders that are tagged as Immediate Measures,72,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,relief-and-mitigation-sanction-value-fy-cumsum,,
others-tenders-awarded-value,Other Flood Tenders : Total value of Non restoration and Preparedness tenders,This is the total value of flood tenders that could not be tagged to a specific disaster relief activity,104,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,others-tenders-awarded-value-fy-cumsum,,
sdrf-sanctions-awarded-value,State Disaster Relief Funds Allocated District-wise During SEC meetings : Total Value ,This is the total value of SDRF funds sanctioned at the district level.,71,Government Response,Government Response,INR,SEC meeting minutes,,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,d,y,y,sum,CC BY 4.0,sdrf-sanctions-awarded-value-fy-cumsum,,
total-expenditure-value,Total value of flood related expenditure,This variable gives information of total value of flood-related expenditure,75,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,,,
immediate-measures-expenditure-value,Total value of expenditure towards immediate flood response measures,Every flood related expenditure is flagged based on type of response based on key words. This column gives sum of all sanctions that are flagged as Immediate Measure,165,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,immediate-measures-tenders-awarded-value-fy-cumsum,,
others-expenditure-value,Total value of expenditure not tagged as immediate response or repair and restoration,Every flood related expenditure is flagged based on type of response based on key words. This column gives sum of all sanctions that are flagged as Other,153,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,,,
sdrf-expenditure-value,Total value of expenditure sanctioned under State Disaster Response Fund,This variable gives information of total value of expenditure sanctioned under State Disaster Response Fund,107,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,,,
sopd-expenditure-value,Total value of expenditure under State Owned Priority Development Scheme,This variable gives information of total value of expenditure sanctioned under State Owned Priority Development Scheme,118,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,,,
repair-and-restoration-expenditure-value,Total value of expenditure towards repair and restoration flood response measures,Every flood related expenditure is flagged based on type of response based on key words. This column gives sum of all sanctions that are flagged as Repair and Restoration,170,Government Response,Government Response,INR,Assam Government Finance Portal,https://fin.assam.gov.in/assamfinance/secure/aaIssuedDept,,n,monthly,n,,sum,,,,
total-tender-awarded-value-fy-cumsum,Flood Tenders : Total Value ,This is the total value of flood related tenders,48,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,y,y,sum,CC BY 4.0,,,
sdrf-tenders-awarded-value-fy-cumsum,Flood Tenders Under SDRF : Total value ,This is the total value of tenders that are tagged under State Disaster Response Fund,85,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,y,y,sum,CC BY 4.0,,,
restoration-measures-tenders-awarded-value-fy-cumsum,Repairs and Restoration Flood Tenders : Total Value  ,This is the total value of all tenders that are tagged towards Repair Restoration Measures,90,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,,,
relief-and-mitigation-sanction-value-fy-cumsum,Immediate Measure Flood Tenders : Total Value,This is the total value of tenders that are tagged as Immediate Measures,72,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,,,
others-tenders-awarded-value-fy-cumsum,Other Flood Tenders : Total value of Non restoration and Preparedness tenders,This is the total value of flood tenders that could not be tagged to a specific disaster relief activity,104,Government Response,Government Response,INR,,assamtenders.gov.in,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,monthly,n,,sum,CC BY 4.0,,,
sdrf-sanctions-awarded-value-fy-cumsum,State Disaster Relief Funds Allocated District-wise During SEC meetings : Total Value ,This is the total value of SDRF funds sanctioned at the district level.,71,Government Response,Government Response,INR,SEC meeting minutes,,https://drr.open-contracting.in/en/datasets/4f11d74b-5ed1-41c4-a018-816b05e0547b,y,d,y,y,sum,CC BY 4.0,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,total-tender-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,sopd-tenders-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,sdrf-tenders-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,restoration-measures-tenders-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,relief-and-mitigation-sanction-value-fy-cumsum,,
,,,,,,,,,,,,,,,,others-tenders-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,sdrf-sanctions-awarded-value-fy-cumsum,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,immediate-measures-tenders-awarded-value-fy-cumsum,,
